transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,revenue,year,month,quarter
5109,1398,N***,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-12-28,3,UPI,0.4,Na***@gmail.com,******1413,successful,90000.0,2025,December,4
5110,1324,C***,102,70000.0,Phone,Electronics,online,Mumbai,2025-06-09,5,UPI,0.3,Ca***@outlook.com,******0410,successful,244999.99999999997,2025,June,2
5111,1434,R***,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-12-01,5,NetBanking,0.35,Ry***@gmail.com,******3850,successful,146250.0,2025,December,4
5112,1942,S***,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-07-24,1,UPI,0.25,Su***@gmail.com,******9764,successful,48750.0,2025,July,3
5113,1495,A***,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-23,1,Cash,0.2,As***@gmail.com,******4134,successful,36000.0,2025,June,2
5114,1281,M***,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-02-18,5,Card,0.2,Ma***@gmail.com,******7015,successful,180000.0,2026,February,1
5115,1887,J***,101,250000.0,Laptop,Electronics,offline,Delhi,2026-03-23,1,NetBanking,0.15,Je***@outlook.com,******4386,successful,212500.0,2026,March,1
5116,1053,S***,104,8000.0,Shoes,Clothing,online,Chennai,2026-01-08,4,NetBanking,0.4,St***@outlook.com,******6306,successful,19200.0,2026,January,1
5117,1472,C***,103,1300.0,Shirt,Clothing,offline,Chennai,2025-11-08,1,UPI,0.2,Ch***@outlook.com,******7807,successful,1040.0,2025,November,4
5118,1856,K***,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-09-09,1,Card,0.4,Ka***@yahoo.com,******2543,successful,27000.0,2025,September,3
5119,1831,B***,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-11-18,4,UPI,0.25,Be***@gmail.com,******5440,successful,135000.0,2025,November,4
5120,1199,R***,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-08-26,1,Cash,0.25,Ri***@outlook.com,******5758,successful,33750.0,2025,August,3
5121,1940,W***,105,45000.0,Tv,Electronics,offline,Mumbai,2025-07-06,1,Cash,0.3,We***@yahoo.com,******7557,successful,31499.999999999996,2025,July,3
5122,1941,K***,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-02-18,4,UPI,0.05,Ke***@outlook.com,******5873,successful,304000.0,2026,February,1
5123,1903,M***,101,250000.0,Laptop,Electronics,online,Mumbai,2025-09-30,5,NetBanking,0.2,Ma***@outlook.com,******9095,successful,1000000.0,2025,September,3
5124,1688,S***,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-09-23,3,Card,0.15,Sa***@outlook.com,******5893,successful,127500.0,2025,September,3
5125,1054,R***,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-03-31,1,Cash,0.3,Ru***@yahoo.com,******5476,successful,5600.0,2026,March,1
5126,1508,J***,106,80000.0,Sofa,Furniture,online,Delhi,2025-12-05,1,Card,0.4,Jo***@outlook.com,******5167,successful,48000.0,2025,December,4
5127,1299,K***,106,80000.0,Sofa,Furniture,offline,Chennai,2025-05-14,4,Card,0.1,Ke***@yahoo.com,******5582,successful,288000.0,2025,May,2
5128,1360,R***,103,1300.0,Shirt,Clothing,online,Delhi,2025-12-18,5,Card,0.4,Ra***@yahoo.com,******1793,successful,3900.0,2025,December,4
5129,1507,D***,105,45000.0,Tv,Electronics,offline,Mumbai,2026-01-21,4,UPI,0.2,Da***@outlook.com,******0655,successful,144000.0,2026,January,1
5130,1925,S***,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-02-11,5,Cash,0.15,Si***@gmail.com,******6006,successful,191250.0,2025,February,1
5131,1221,J***,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-06-04,1,Card,0.05,Je***@outlook.com,******2108,successful,237500.0,2025,June,2
5132,1661,A***,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-12-23,4,UPI,0.05,Am***@gmail.com,******6138,successful,171000.0,2025,December,4
5133,1744,S***,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-04-13,5,UPI,0.25,Sa***@yahoo.com,******9163,successful,187500.0,2026,April,2
5134,1264,L***,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-06-10,5,UPI,0.05,Lo***@outlook.com,******6847,successful,237500.0,2025,June,2
5135,1336,K***,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-12-05,2,NetBanking,0.2,Ke***@gmail.com,******5273,successful,128000.0,2025,December,4
5136,1681,A***,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-06-08,3,Card,0.1,Al***@yahoo.com,******3235,successful,175500.0,2025,June,2
5137,1930,A***,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-08-11,4,Cash,0.25,An***@outlook.com,******7470,successful,135000.0,2025,August,3
5138,1512,D***,103,1300.0,Shirt,Clothing,online,Delhi,2025-05-18,4,UPI,0.25,Da***@gmail.com,******3674,successful,3900.0,2025,May,2
5139,1570,J***,101,250000.0,Laptop,Electronics,online,Delhi,2025-08-18,2,UPI,0.05,Jo***@outlook.com,******9629,successful,475000.0,2025,August,3
5140,1378,J***,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-01-23,4,Cash,0.25,Jo***@yahoo.com,******1049,successful,210000.0,2026,January,1
5141,1276,T***,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-06-22,3,UPI,0.4,Th***@outlook.com,******4137,successful,27000.0,2025,June,2
5142,1189,D***,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-10-25,1,UPI,0.2,Do***@outlook.com,******7613,successful,52000.0,2025,October,4
5143,1671,J***,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-06-20,2,Card,0.2,Jo***@gmail.com,******2845,successful,2080.0,2025,June,2
5144,1342,H***,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-11-01,2,Cash,0.4,Hu***@outlook.com,******1986,successful,84000.0,2025,November,4
5145,1795,J***,107,50000.0,Dining Table,Furniture,online,Chennai,2025-09-26,1,NetBanking,0.25,Ju***@yahoo.com,******9988,successful,37500.0,2025,September,3
5146,1481,D***,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-12-15,4,UPI,0.25,Da***@outlook.com,******6589,successful,135000.0,2025,December,4
5147,1234,R***,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2026-03-02,4,Cash,0.35,Ro***@gmail.com,******4881,successful,169000.0,2026,March,1
5148,1598,R***,101,250000.0,Laptop,Electronics,offline,Delhi,2025-06-27,2,UPI,0.1,Ra***@gmail.com,******3186,successful,450000.0,2025,June,2
5149,1238,T***,103,1300.0,Shirt,Clothing,offline,Delhi,2026-03-05,2,Card,0.35,Tr***@gmail.com,******3291,successful,1690.0,2026,March,1
5150,1853,T***,103,1300.0,Shirt,Clothing,offline,Delhi,2025-10-20,1,Card,0.05,Ti***@outlook.com,******0954,successful,1235.0,2025,October,4
5151,1764,L***,104,8000.0,Shoes,Clothing,online,Mumbai,2026-01-08,4,Cash,0.25,Li***@outlook.com,******9611,successful,24000.0,2026,January,1
5152,1262,J***,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-01-03,2,Card,0.4,Je***@gmail.com,******7977,successful,54000.0,2026,January,1
5153,1521,N***,101,250000.0,Laptop,Electronics,online,Delhi,2025-03-10,4,Card,0.3,Ni***@gmail.com,******9870,successful,700000.0,2025,March,1
5154,1294,P***,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-10-17,4,Card,0.25,Pe***@yahoo.com,******7125,successful,210000.0,2025,October,4
5155,1933,M***,101,250000.0,Laptop,Electronics,online,Chennai,2025-05-21,5,Card,0.35,Mi***@gmail.com,******8289,successful,812500.0,2025,May,2
5156,1006,M***,106,80000.0,Sofa,Furniture,online,Mumbai,2026-01-23,4,UPI,0.4,Ma***@outlook.com,******9010,successful,192000.0,2026,January,1
5157,1558,B***,101,250000.0,Laptop,Electronics,online,Bangalore,2025-10-01,5,Card,0.4,Br***@gmail.com,******0588,successful,750000.0,2025,October,4
5157,1558,B***,101,250000.0,Laptop,Electronics,online,Bangalore,2025-10-01,5,Card,0.4,Br***@gmail.com,******0588,failed,750000.0,2025,October,4
5158,1136,M***,105,45000.0,Tv,Electronics,online,Chennai,2025-08-13,2,UPI,0.35,Ma***@gmail.com,******7095,successful,58500.0,2025,August,3
5159,1512,D***,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-04-05,4,UPI,0.35,Da***@gmail.com,******3674,successful,117000.0,2025,April,2
5160,1987,E***,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-01-20,4,Cash,0.4,Er***@gmail.com,******7121,successful,19200.0,2026,January,1
5161,1696,D***,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-05-31,2,NetBanking,0.35,De***@yahoo.com,******2149,successful,19500.0,2025,May,2
5162,1521,N***,106,80000.0,Sofa,Furniture,offline,Delhi,2025-05-26,2,UPI,0.1,Ni***@gmail.com,******9870,successful,144000.0,2025,May,2
5163,1125,J***,102,70000.0,Phone,Electronics,offline,Mumbai,2025-12-12,1,NetBanking,0.15,Je***@yahoo.com,******4212,successful,59500.0,2025,December,4
5164,1035,E***,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-09-11,1,Cash,0.35,Er***@yahoo.com,******4332,successful,845.0,2025,September,3
5165,1900,N***,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-12-29,3,Card,0.1,No***@gmail.com,******3283,successful,121500.0,2025,December,4
5166,1530,E***,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-11-26,5,Card,0.1,Ed***@gmail.com,******8665,successful,292500.0,2025,November,4
5167,1505,E***,101,250000.0,Laptop,Electronics,online,Mumbai,2025-07-14,2,Cash,0.15,Ed***@outlook.com,******0723,successful,425000.0,2025,July,3
5168,1826,B***,102,70000.0,Phone,Electronics,offline,Chennai,2025-07-29,5,Card,0.1,Be***@yahoo.com,******1264,successful,315000.0,2025,July,3
5169,1884,S***,103,1300.0,Shirt,Clothing,online,Delhi,2025-09-15,3,Cash,0.05,Sa***@yahoo.com,******3923,successful,3705.0,2025,September,3
5169,1884,S***,103,1300.0,Shirt,Clothing,online,Delhi,2025-09-15,3,Cash,0.05,Sa***@yahoo.com,******3923,failed,3705.0,2025,September,3
5170,1303,D***,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-01-05,2,UPI,0.25,Du***@gmail.com,******0762,successful,67500.0,2026,January,1
5171,1293,J***,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-12-08,2,NetBanking,0.25,Ja***@yahoo.com,******6088,successful,67500.0,2025,December,4
5172,1852,H***,102,70000.0,Phone,Electronics,online,Delhi,2025-09-10,5,NetBanking,0.2,He***@gmail.com,******7990,successful,280000.0,2025,September,3
5172,1852,H***,102,70000.0,Phone,Electronics,online,Delhi,2025-09-10,5,NetBanking,0.2,He***@gmail.com,******7990,failed,280000.0,2025,September,3
5173,1510,C***,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-11-02,4,UPI,0.05,Co***@gmail.com,******6297,successful,190000.0,2025,November,4
5174,1578,A***,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-09-22,3,Card,0.1,Al***@gmail.com,******5309,successful,121500.0,2025,September,3
5174,1578,A***,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-09-22,3,Card,0.1,Al***@gmail.com,******5309,failed,121500.0,2025,September,3
5175,1941,K***,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-08-03,5,Card,0.15,Ke***@outlook.com,******5873,successful,212500.0,2026,August,3
5176,1180,C***,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-01-09,1,Cash,0.15,Ch***@gmail.com,******4748,successful,55250.0,2025,January,1
5176,1180,C***,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-01-09,1,Cash,0.15,Ch***@gmail.com,******4748,failed,55250.0,2025,January,1
5178,1977,D***,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-10-26,3,NetBanking,0.25,Do***@yahoo.com,******8587,successful,146250.0,2025,October,4
5179,1992,D***,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-02-04,3,Card,0.05,Da***@gmail.com,******9755,successful,712500.0,2026,February,1
5180,1182,N***,104,8000.0,Shoes,Clothing,offline,Delhi,2025-06-15,1,UPI,0.3,Na***@outlook.com,******6538,successful,5600.0,2025,June,2
5181,1991,E***,103,1300.0,Shirt,Clothing,online,Chennai,2026-01-28,5,Card,0.05,Er***@gmail.com,******7595,successful,6175.0,2026,January,1
5182,1125,J***,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2026-03-30,1,Cash,0.35,Je***@yahoo.com,******4212,successful,9750.0,2026,March,1
5183,1988,R***,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-01-02,4,UPI,0.35,Ro***@gmail.com,******5410,successful,39000.0,2026,January,1
5184,1872,J***,105,45000.0,Tv,Electronics,online,Bangalore,2026-02-24,1,UPI,0.15,Je***@gmail.com,******2164,successful,38250.0,2026,February,1
5185,1226,C***,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-02-20,2,Cash,0.35,Ch***@gmail.com,******6766,successful,19500.0,2026,February,1
5186,1780,C***,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-07-25,5,NetBanking,0.15,Ch***@outlook.com,******7488,successful,212500.0,2025,July,3
5187,1098,B***,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-09-26,2,Cash,0.2,Be***@gmail.com,******0821,successful,104000.0,2025,September,3
5188,1748,M***,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-05,5,NetBanking,0.15,Mi***@gmail.com,******4398,successful,63750.0,2025,August,3
5189,1846,R***,106,80000.0,Sofa,Furniture,online,Delhi,2026-03-29,4,NetBanking,0.1,Ro***@gmail.com,******0838,successful,288000.0,2026,March,1
5190,1247,C***,106,80000.0,Sofa,Furniture,online,Chennai,2026-01-11,4,UPI,0.15,Ch***@yahoo.com,******8374,successful,272000.0,2026,January,1
5191,1165,A***,107,50000.0,Dining Table,Furniture,online,Delhi,2025-09-02,4,Cash,0.3,Al***@outlook.com,******8963,successful,140000.0,2025,September,3
5192,1472,C***,104,8000.0,Shoes,Clothing,offline,Chennai,2026-05-03,3,Cash,0.2,Ch***@outlook.com,******7807,successful,19200.0,2026,May,2
5193,1264,L***,104,8000.0,Shoes,Clothing,online,Delhi,2025-06-23,1,Card,0.2,Lo***@outlook.com,******6847,successful,6400.0,2025,June,2
5194,1276,T***,103,1300.0,Shirt,Clothing,online,Mumbai,2025-04-28,2,UPI,0.15,Th***@outlook.com,******4137,successful,2210.0,2025,April,2
5195,1962,M***,101,250000.0,Laptop,Electronics,online,Mumbai,2025-07-25,5,Cash,0.25,Mi***@gmail.com,******8232,successful,937500.0,2025,July,3
5196,1216,P***,102,70000.0,Phone,Electronics,online,Mumbai,2025-07-28,1,Cash,0.2,Pa***@gmail.com,******7790,successful,56000.0,2025,July,3
5197,1447,M***,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-05-02,1,Card,0.25,Mi***@gmail.com,******1079,successful,11250.0,2025,May,2
5198,1365,P***,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-05-14,2,UPI,0.1,Pa***@gmail.com,******8001,successful,81000.0,2025,May,2
5199,1777,C***,106,80000.0,Sofa,Furniture,online,Delhi,2025-10-22,1,Cash,0.1,Cy***@outlook.com,******0922,successful,72000.0,2025,October,4
5200,1171,W***,101,250000.0,Laptop,Electronics,online,Bangalore,2025-07-27,3,UPI,0.2,Wi***@gmail.com,******2479,successful,600000.0,2025,July,3
5201,1391,J***,103,1300.0,Shirt,Clothing,online,Hyderabad,2026-04-07,5,Card,0.4,Ja***@outlook.com,******5281,successful,3900.0,2026,April,2
5202,1734,D***,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-03-17,5,UPI,0.35,Da***@yahoo.com,******0858,successful,162500.0,2026,March,1
5203,1661,A***,101,250000.0,Laptop,Electronics,online,Chennai,2025-09-06,3,Card,0.15,Am***@gmail.com,******6138,successful,637500.0,2025,September,3
5204,1482,C***,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-07-03,1,Cash,0.35,Co***@gmail.com,******8709,successful,32500.0,2025,July,3
5205,1816,A***,104,8000.0,Shoes,Clothing,online,Mumbai,2025-09-05,4,Card,0.1,Al***@gmail.com,******5113,successful,28800.0,2025,September,3
5206,1720,M***,104,8000.0,Shoes,Clothing,online,Mumbai,2026-07-01,4,NetBanking,0.25,Me***@gmail.com,******1705,successful,24000.0,2026,July,3
5207,1842,A***,110,45000.0,Microwave,Home Appliances,online,Mumbai,2026-04-01,5,Card,0.1,An***@gmail.com,******7634,successful,202500.0,2026,April,2
5208,1137,K***,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-06-13,3,UPI,0.1,Ke***@outlook.com,******5018,successful,175500.0,2025,June,2
5209,1043,K***,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-09-22,2,NetBanking,0.25,Ke***@outlook.com,******1890,successful,67500.0,2025,September,3
5210,1140,J***,103,1300.0,Shirt,Clothing,online,Chennai,2025-04-16,4,Cash,0.25,Je***@yahoo.com,******5486,successful,3900.0,2025,April,2
5211,1397,J***,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-26,4,Cash,0.15,Jo***@gmail.com,******6132,successful,170000.0,2026,January,1
5212,1059,J***,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-02-16,4,Card,0.35,Ju***@gmail.com,******1241,successful,20800.0,2026,February,1
5213,1469,D***,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-05-28,5,UPI,0.05,De***@outlook.com,******8351,successful,38000.0,2025,May,2
5213,1469,D***,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-05-28,5,UPI,0.05,De***@outlook.com,******8351,failed,38000.0,2025,May,2
5214,1460,K***,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-07-21,5,NetBanking,0.2,Ke***@gmail.com,******6543,successful,60000.0,2025,July,3
5215,1751,J***,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-02-02,3,Card,0.3,Ja***@gmail.com,******5365,successful,94500.0,2026,February,1
5216,1534,M***,104,8000.0,Shoes,Clothing,offline,Delhi,2025-05-31,3,UPI,0.35,Ma***@yahoo.com,******5786,successful,15600.0,2025,May,2
5217,1140,J***,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-10-01,5,Cash,0.3,Je***@yahoo.com,******5486,successful,157500.0,2026,October,4
5218,1231,B***,101,250000.0,Laptop,Electronics,offline,Mumbai,2026-01-28,1,UPI,0.2,Bi***@yahoo.com,******3593,successful,200000.0,2026,January,1
5219,1448,P***,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-02-28,3,UPI,0.4,Pr***@outlook.com,******6390,successful,144000.0,2026,February,1
5220,1157,R***,105,45000.0,Tv,Electronics,online,Chennai,2025-09-29,4,Card,0.35,Re***@gmail.com,******7250,successful,117000.0,2025,September,3
5221,1592,S***,105,45000.0,Tv,Electronics,offline,Chennai,2025-10-02,3,Cash,0.3,St***@outlook.com,******2868,successful,94500.0,2025,October,4
5222,1414,K***,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-10-01,5,Card,0.3,Ka***@gmail.com,******8115,successful,227500.0,2026,October,4
5223,1053,S***,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-08-20,4,Cash,0.25,St***@outlook.com,******6306,successful,135000.0,2025,August,3
5224,1301,S***,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-10-23,5,UPI,0.2,Sa***@gmail.com,******4053,successful,180000.0,2025,October,4
5225,1233,H***,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-05-08,1,NetBanking,0.35,He***@gmail.com,******0068,successful,845.0,2025,May,2
5226,1846,R***,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-26,4,Cash,0.4,Ro***@gmail.com,******0838,successful,19200.0,2025,August,3
5227,1544,R***,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-08-12,1,Card,0.3,Ro***@gmail.com,******2187,successful,5600.0,2025,August,3
5228,1703,E***,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-02-02,4,NetBanking,0.2,El***@gmail.com,******7757,successful,160000.0,2026,February,1
5229,1619,J***,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-12-01,2,UPI,0.1,Jo***@yahoo.com,******8402,successful,27000.0,2026,December,4
5230,1027,J***,102,70000.0,Phone,Electronics,online,Mumbai,2025-07-28,3,UPI,0.1,Jo***@outlook.com,******1216,successful,189000.0,2025,July,3
5231,1218,L***,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-09-08,2,Cash,0.3,Li***@gmail.com,******7199,successful,62999.99999999999,2025,September,3
5232,1912,M***,103,1300.0,Shirt,Clothing,online,Bangalore,2025-12-18,1,UPI,0.25,Ma***@outlook.com,******5671,successful,975.0,2025,December,4
5233,1931,A***,101,250000.0,Laptop,Electronics,online,Bangalore,2026-01-08,4,UPI,0.1,Am***@gmail.com,******0653,successful,900000.0,2026,January,1
5234,1164,B***,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-11-16,3,Cash,0.3,Br***@gmail.com,******2798,successful,16800.0,2025,November,4
5235,1872,J***,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-01-26,4,NetBanking,0.2,Je***@gmail.com,******2164,successful,144000.0,2026,January,1
5236,1687,J***,104,8000.0,Shoes,Clothing,online,Chennai,2025-09-13,3,Card,0.2,Ja***@gmail.com,******4157,successful,19200.0,2025,September,3
5237,1710,D***,105,45000.0,Tv,Electronics,offline,Chennai,2026-01-05,1,Cash,0.15,Da***@yahoo.com,******5080,successful,38250.0,2026,January,1
5238,1942,S***,104,8000.0,Shoes,Clothing,offline,Chennai,2025-10-16,4,UPI,0.35,Su***@gmail.com,******9764,successful,20800.0,2025,October,4
5239,1709,S***,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-08-11,3,Card,0.4,Sa***@outlook.com,******5308,successful,14400.0,2025,August,3
5240,1990,R***,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-04-24,4,NetBanking,0.05,Re***@gmail.com,******5304,successful,304000.0,2025,April,2
5241,1220,A***,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2026-01-12,3,Card,0.05,An***@gmail.com,******4115,successful,185250.0,2026,January,1
5242,1385,C***,105,45000.0,Tv,Electronics,offline,Hyderabad,2026-04-12,1,NetBanking,0.2,Ch***@gmail.com,******2278,successful,36000.0,2026,April,2
5243,1455,J***,105,45000.0,Tv,Electronics,offline,Mumbai,2025-10-24,5,UPI,0.1,Ja***@outlook.com,******3342,successful,202500.0,2025,October,4
5244,1916,A***,101,250000.0,Laptop,Electronics,online,Chennai,2025-07-02,4,Card,0.35,Am***@gmail.com,******1339,successful,650000.0,2025,July,3
5245,1623,W***,102,70000.0,Phone,Electronics,offline,Mumbai,2025-08-08,5,Card,0.3,Wi***@gmail.com,******2509,successful,244999.99999999997,2025,August,3
5246,1980,E***,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-11-07,4,Card,0.3,Ed***@gmail.com,******8763,successful,3639.9999999999995,2025,November,4
5247,1839,R***,102,70000.0,Phone,Electronics,online,Hyderabad,2025-12-27,2,Cash,0.1,Ry***@gmail.com,******0045,successful,126000.0,2025,December,4
5248,1917,B***,107,50000.0,Dining Table,Furniture,online,Delhi,2025-07-28,2,UPI,0.3,Br***@yahoo.com,******8610,successful,70000.0,2025,July,3
5249,1620,C***,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2026-01-02,2,Cash,0.3,Cr***@gmail.com,******0901,successful,91000.0,2026,January,1
5250,1412,C***,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-04-30,4,Cash,0.15,Ca***@gmail.com,******8393,successful,850000.0,2025,April,2
5251,1267,T***,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-12-08,1,Card,0.15,Th***@gmail.com,******7950,successful,42500.0,2025,December,4
5252,1941,K***,105,45000.0,Tv,Electronics,offline,Hyderabad,2026-02-01,2,NetBanking,0.1,Ke***@outlook.com,******5873,successful,81000.0,2026,February,1
5253,1405,V***,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-12-31,4,UPI,0.4,Vi***@yahoo.com,******8787,successful,120000.0,2025,December,4
5254,1661,A***,105,45000.0,Tv,Electronics,online,Chennai,2025-10-18,3,Cash,0.1,Am***@gmail.com,******6138,successful,121500.0,2025,October,4
5255,1937,M***,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-07-21,5,Cash,0.35,Ma***@gmail.com,******3668,successful,26000.0,2025,July,3
5256,1687,J***,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-01-08,5,UPI,0.05,Ja***@gmail.com,******4157,successful,308750.0,2025,January,1
5257,1085,J***,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-07-08,5,Card,0.2,Je***@outlook.com,******1985,successful,180000.0,2025,July,3
5258,1055,B***,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-10-05,1,UPI,0.25,Br***@gmail.com,******5614,successful,11250.0,2025,October,4
5259,1049,A***,101,250000.0,Laptop,Electronics,online,Delhi,2025-12-14,4,Cash,0.4,Al***@outlook.com,******5500,successful,600000.0,2025,December,4
5260,1773,T***,101,250000.0,Laptop,Electronics,offline,Chennai,2025-05-23,4,UPI,0.1,Ti***@yahoo.com,******8095,successful,900000.0,2025,May,2
5261,1349,J***,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-08-11,5,Card,0.2,Je***@gmail.com,******2681,successful,200000.0,2025,August,3
5262,1639,J***,103,1300.0,Shirt,Clothing,offline,Delhi,2025-12-24,5,Card,0.35,Jo***@gmail.com,******3527,successful,4225.0,2025,December,4
5263,1211,D***,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-06-10,4,NetBanking,0.25,Da***@gmail.com,******6828,successful,195000.0,2025,June,2
5264,1309,J***,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-03-30,5,Card,0.25,Jo***@outlook.com,******7306,successful,937500.0,2026,March,1
5265,1893,M***,101,250000.0,Laptop,Electronics,offline,Delhi,2025-09-02,3,Card,0.15,Mi***@outlook.com,******0615,successful,637500.0,2025,September,3
5266,1778,J***,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-08-17,5,Cash,0.1,Jo***@gmail.com,******5067,successful,315000.0,2025,August,3
5266,1778,J***,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-08-17,5,Cash,0.1,Jo***@gmail.com,******5067,failed,315000.0,2025,August,3
5267,1068,A***,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-01-22,2,UPI,0.35,An***@outlook.com,******7593,successful,19500.0,2026,January,1
5268,1817,D***,104,8000.0,Shoes,Clothing,offline,Chennai,2026-03-18,4,Cash,0.05,De***@outlook.com,******3618,successful,30400.0,2026,March,1
5269,1013,T***,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-09-22,1,Cash,0.05,Ti***@gmail.com,******2625,successful,47500.0,2025,September,3
5270,1989,J***,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-04-26,2,NetBanking,0.25,Je***@gmail.com,******8937,successful,22500.0,2025,April,2
5271,1139,E***,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-10-23,1,UPI,0.15,Er***@outlook.com,******8292,successful,55250.0,2025,October,4
